# file...... EVanomo2.csv
# date...... Mon Nov 19 18:27:08 2018
# user...... AICPS
# host...... (null)
# trigger... (none)
# interval.. 600
# limit..... 0
# timestamp,EVSE:battery_capacity,EVSE:battery_SOC
2005-01-01 00:00:00 PST,+40,+100
2005-01-01 00:10:00 PST,+40,+100
2005-01-01 00:20:00 PST,+40,+100
2005-01-01 00:30:00 PST,+40,+100
2005-01-01 00:40:00 PST,+40,+100
2005-01-01 00:50:00 PST,+40,+100
2005-01-01 01:00:00 PST,+40,+100
2005-01-01 01:10:00 PST,+40,+100
2005-01-01 01:20:00 PST,+40,+100
2005-01-01 01:30:00 PST,+32.8571,+82.1429
2005-01-01 01:40:00 PST,+32.8571,+82.1429
2005-01-01 01:50:00 PST,+32.8571,+82.1429
2005-01-01 02:00:00 PST,+32.8571,+82.1429
2005-01-01 02:10:00 PST,+32.8571,+82.1429
2005-01-01 02:20:00 PST,+32.8571,+82.1429
2005-01-01 02:30:00 PST,+32.8571,+82.1429
2005-01-01 02:40:00 PST,+32.8571,+82.1429
2005-01-01 02:50:00 PST,+32.8571,+82.1429
2005-01-01 03:00:00 PST,+32.8571,+82.1429
2005-01-01 03:10:00 PST,+32.8571,+82.1429
2005-01-01 03:20:00 PST,+32.8571,+82.1429
2005-01-01 03:30:00 PST,+32.8571,+82.1429
2005-01-01 03:40:00 PST,+32.8571,+82.1429
2005-01-01 03:50:00 PST,+32.8571,+82.1429
2005-01-01 04:00:00 PST,+32.8571,+82.1429
2005-01-01 04:10:00 PST,+32.8571,+82.1429
2005-01-01 04:20:00 PST,+32.8571,+82.1429
2005-01-01 04:30:00 PST,+32.8571,+82.1429
2005-01-01 04:40:00 PST,+32.8571,+82.1429
2005-01-01 04:50:00 PST,+32.8571,+82.1429
2005-01-01 05:00:00 PST,+32.8571,+82.1429
2005-01-01 05:10:00 PST,+32.8571,+82.1429
2005-01-01 05:20:00 PST,+32.8571,+82.1429
2005-01-01 05:30:00 PST,+32.8571,+82.1429
2005-01-01 05:40:00 PST,+32.8571,+82.1429
2005-01-01 05:50:00 PST,+32.8571,+82.1429
2005-01-01 06:00:00 PST,+32.8571,+82.1429
2005-01-01 06:10:00 PST,+32.8571,+82.1429
2005-01-01 06:20:00 PST,+32.8571,+82.1429
2005-01-01 06:30:00 PST,+32.8571,+82.1429
2005-01-01 06:40:00 PST,+32.8571,+82.1429
2005-01-01 06:50:00 PST,+32.8571,+82.1429
2005-01-01 07:00:00 PST,+32.8571,+82.1429
2005-01-01 07:10:00 PST,+32.8571,+82.1429
2005-01-01 07:20:00 PST,+32.8571,+82.1429
2005-01-01 07:30:00 PST,+32.8571,+82.1429
2005-01-01 07:40:00 PST,+32.8571,+82.1429
2005-01-01 07:50:00 PST,+32.8571,+82.1429
2005-01-01 08:00:00 PST,+32.8571,+82.1429
2005-01-01 08:10:00 PST,+32.8571,+82.1429
2005-01-01 08:20:00 PST,+32.8571,+82.1429
2005-01-01 08:30:00 PST,+32.8571,+82.1429
2005-01-01 08:40:00 PST,+32.8571,+82.1429
2005-01-01 08:50:00 PST,+32.8571,+82.1429
2005-01-01 09:00:00 PST,+32.8571,+82.1429
2005-01-01 09:10:00 PST,+32.8571,+82.1429
2005-01-01 09:20:00 PST,+32.8571,+82.1429
2005-01-01 09:30:00 PST,+32.8571,+82.1429
2005-01-01 09:40:00 PST,+32.8571,+82.1429
2005-01-01 09:50:00 PST,+32.8571,+82.1429
2005-01-01 10:00:00 PST,+32.8571,+82.1429
2005-01-01 10:10:00 PST,+32.8571,+82.1429
2005-01-01 10:20:00 PST,+32.8571,+82.1429
2005-01-01 10:30:00 PST,+32.8571,+82.1429
2005-01-01 10:40:00 PST,+32.8571,+82.1429
2005-01-01 10:50:00 PST,+32.8571,+82.1429
2005-01-01 11:00:00 PST,+32.8571,+82.1429
2005-01-01 11:10:00 PST,+32.8571,+82.1429
2005-01-01 11:20:00 PST,+32.8571,+82.1429
2005-01-01 11:30:00 PST,+32.8571,+82.1429
2005-01-01 11:40:00 PST,+32.8571,+82.1429
2005-01-01 11:50:00 PST,+32.8571,+82.1429
2005-01-01 12:00:00 PST,+32.8571,+82.1429
2005-01-01 12:10:00 PST,+32.8571,+82.1429
2005-01-01 12:20:00 PST,+32.8571,+82.1429
2005-01-01 12:30:00 PST,+32.8571,+82.1429
2005-01-01 12:40:00 PST,+32.8571,+82.1429
2005-01-01 12:50:00 PST,+32.8571,+82.1429
2005-01-01 13:00:00 PST,+32.8571,+82.1429
2005-01-01 13:10:00 PST,+32.8571,+82.1429
2005-01-01 13:20:00 PST,+32.8571,+82.1429
2005-01-01 13:30:00 PST,+32.8571,+82.1429
2005-01-01 13:40:00 PST,+32.8571,+82.1429
2005-01-01 13:50:00 PST,+32.8571,+82.1429
2005-01-01 14:00:00 PST,+32.8571,+82.1429
2005-01-01 14:10:00 PST,+32.8571,+82.1429
2005-01-01 14:20:00 PST,+32.8571,+82.1429
2005-01-01 14:30:00 PST,+32.8571,+82.1429
2005-01-01 14:40:00 PST,+32.8571,+82.1429
2005-01-01 14:50:00 PST,+32.8571,+82.1429
2005-01-01 15:00:00 PST,+32.8571,+82.1429
2005-01-01 15:10:00 PST,+32.8571,+82.1429
2005-01-01 15:20:00 PST,+32.8571,+82.1429
2005-01-01 15:30:00 PST,+25.7143,+64.2857
2005-01-01 15:40:00 PST,+25.7143,+64.2857
2005-01-01 15:50:00 PST,+25.7143,+64.2857
2005-01-01 16:00:00 PST,+25.7143,+64.2857
2005-01-01 16:10:00 PST,+25.7143,+64.2857
2005-01-01 16:20:00 PST,+25.7143,+64.2857
2005-01-01 16:30:00 PST,+25.7143,+64.2857
2005-01-01 16:40:00 PST,+25.7143,+64.2857
2005-01-01 16:50:00 PST,+25.7143,+64.2857
2005-01-01 17:00:00 PST,+25.7143,+64.2857
2005-01-01 17:10:00 PST,+25.7143,+64.2857
2005-01-01 17:20:00 PST,+25.7143,+64.2857
2005-01-01 17:30:00 PST,+25.7143,+64.2857
2005-01-01 17:40:00 PST,+26.2368,+65.592
2005-01-01 17:50:00 PST,+26.7593,+66.8982
2005-01-01 18:00:00 PST,+27.2818,+68.2045
2005-01-01 18:10:00 PST,+27.8043,+69.5107
2005-01-01 18:20:00 PST,+28.3268,+70.817
2005-01-01 18:30:00 PST,+28.8493,+72.1232
2005-01-01 18:40:00 PST,+29.3718,+73.4295
2005-01-01 18:50:00 PST,+29.8943,+74.7357
2005-01-01 19:00:00 PST,+30.4168,+76.042
2005-01-01 19:10:00 PST,+30.9393,+77.3482
2005-01-01 19:20:00 PST,+31.4618,+78.6545
2005-01-01 19:30:00 PST,+31.9843,+79.9607
2005-01-01 19:40:00 PST,+32.5068,+81.267
2005-01-01 19:50:00 PST,+33.0293,+82.5732
2005-01-01 20:00:00 PST,+33.5518,+83.8795
2005-01-01 20:10:00 PST,+34.0743,+85.1857
2005-01-01 20:20:00 PST,+34.5968,+86.492
2005-01-01 20:30:00 PST,+35.1193,+87.7982
2005-01-01 20:40:00 PST,+35.6418,+89.1045
2005-01-01 20:50:00 PST,+36.1643,+90.4107
2005-01-01 21:00:00 PST,+36.6868,+91.717
2005-01-01 21:10:00 PST,+37.2093,+93.0232
2005-01-01 21:20:00 PST,+37.7318,+94.3295
2005-01-01 21:30:00 PST,+38.2543,+95.6357
2005-01-01 21:40:00 PST,+38.7768,+96.942
2005-01-01 21:50:00 PST,+39.2993,+98.2482
2005-01-01 22:00:00 PST,+39.8218,+99.5545
2005-01-01 22:10:00 PST,+40,+100
2005-01-01 22:20:00 PST,+40,+100
2005-01-01 22:30:00 PST,+40,+100
2005-01-01 22:40:00 PST,+40,+100
2005-01-01 22:50:00 PST,+40,+100
2005-01-01 23:00:00 PST,+40,+100
2005-01-01 23:10:00 PST,+40,+100
2005-01-01 23:20:00 PST,+40,+100
2005-01-01 23:30:00 PST,+40,+100
2005-01-01 23:40:00 PST,+40,+100
2005-01-01 23:50:00 PST,+40,+100
