# file...... TM_1_T_1_AS_632_measured_energy.csv
# date...... Thu Nov 01 18:34:08 2018
# user...... arnav
# host...... (null)
# trigger... (none)
# interval.. 600
# limit..... 0
# timestamp,TM_1_T_1_AS_632:measured_real_energy
2005-11-01 10:10:00 PST,+21939.4
2005-11-01 10:20:00 PST,+24718.3
2005-11-01 10:30:00 PST,+26290.7
2005-11-01 10:40:00 PST,+27059.6
2005-11-01 10:50:00 PST,+27829.1
2005-11-01 11:00:00 PST,+28600.2
2005-11-01 11:10:00 PST,+31166.9
2005-11-01 11:20:00 PST,+33941.1
2005-11-01 11:30:00 PST,+35300.5
2005-11-01 11:40:00 PST,+36050.6
2005-11-01 11:50:00 PST,+36808.6
2005-11-01 12:00:00 PST,+37578.2
2005-11-01 12:10:00 PST,+38499.2
2005-11-01 12:20:00 PST,+39275
2005-11-01 12:30:00 PST,+40026.5
2005-11-01 12:40:00 PST,+40769
2005-11-01 12:50:00 PST,+41510.7
2005-11-01 13:00:00 PST,+42251.4
2005-11-01 13:10:00 PST,+42996.2
2005-11-01 13:20:00 PST,+43751.5
2005-11-01 13:30:00 PST,+44503.8
2005-11-01 13:40:00 PST,+45250.8
2005-11-01 13:50:00 PST,+45982.2
2005-11-01 14:00:00 PST,+46709
2005-11-01 14:10:00 PST,+47434.3
2005-11-01 14:20:00 PST,+48158.5
2005-11-01 14:30:00 PST,+48886.8
2005-11-01 14:40:00 PST,+49626.3
2005-11-01 14:50:00 PST,+50364.6
2005-11-01 15:00:00 PST,+51102.3
2005-11-01 15:10:00 PST,+52458.5
2005-11-01 15:20:00 PST,+55235.8
2005-11-01 15:30:00 PST,+57248.8
2005-11-01 15:40:00 PST,+57947.9
2005-11-01 15:50:00 PST,+58237.6
2005-11-01 16:00:00 PST,+58527.5
2005-11-01 16:10:00 PST,+59377.4
2005-11-01 16:20:00 PST,+61624.9
2005-11-01 16:30:00 PST,+63074.3
2005-11-01 16:40:00 PST,+63505.4
2005-11-01 16:50:00 PST,+64105.1
2005-11-01 17:00:00 PST,+64705.6
2005-11-01 17:10:00 PST,+65305.3
2005-11-01 17:20:00 PST,+65905
2005-11-01 17:30:00 PST,+66522.8
2005-11-01 17:40:00 PST,+67566.8
2005-11-01 17:50:00 PST,+68426.7
2005-11-01 18:00:00 PST,+69285.6
2005-11-01 18:10:00 PST,+70143.5
2005-11-01 18:20:00 PST,+71001.3
2005-11-01 18:30:00 PST,+71876.1
2005-11-01 18:40:00 PST,+72763.1
2005-11-01 18:50:00 PST,+73644.1
2005-11-01 19:00:00 PST,+74522.5
2005-11-01 19:10:00 PST,+75871.3
2005-11-01 19:20:00 PST,+78735.2
2005-11-01 19:30:00 PST,+81369.2
2005-11-01 19:40:00 PST,+82215.7
2005-11-01 19:50:00 PST,+83083.3
2005-11-01 20:00:00 PST,+83947.3
2005-11-01 20:10:00 PST,+85634
2005-11-01 20:20:00 PST,+88532.2
2005-11-01 20:30:00 PST,+90404.6
2005-11-01 20:40:00 PST,+91271.6
2005-11-01 20:50:00 PST,+92135.2
2005-11-01 21:00:00 PST,+92993.2
2005-11-01 21:10:00 PST,+94687.3
2005-11-01 21:20:00 PST,+97834.7
2005-11-01 21:30:00 PST,+100027
2005-11-01 21:40:00 PST,+101198
2005-11-01 21:50:00 PST,+102355
2005-11-01 22:00:00 PST,+103511
2005-11-01 22:10:00 PST,+104329
2005-11-01 22:20:00 PST,+104650
2005-11-01 22:30:00 PST,+104934
2005-11-01 22:40:00 PST,+105180
2005-11-01 22:50:00 PST,+105417
2005-11-01 23:00:00 PST,+105656
2005-11-01 23:10:00 PST,+105881
2005-11-01 23:20:00 PST,+106148
2005-11-01 23:30:00 PST,+106538
2005-11-01 23:40:00 PST,+106857
2005-11-01 23:50:00 PST,+107106
